"SVN"	"Taxon"	"CountValue"
"6450"	"00003WSE"	"Sphaeriidae"	1
"6451"	"00008WSE"	"Sphaeriidae"	7
"6452"	"00009WSE"	"Sphaeriidae"	1
"6453"	"00010WSE"	"Sphaeriidae"	3
"6454"	"01093CSR"	"Sphaeriidae"	6
"6455"	"01096CSR"	"Sphaeriidae"	1
"6456"	"01102CSR"	"Sphaeriidae"	6
"6457"	"01104CSR"	"Sphaeriidae"	1
"6458"	"01023CSR"	"Sphaeriidae"	11
"6459"	"01025CSR"	"Sphaeriidae"	1
"6460"	"01027CSR"	"Sphaeriidae"	10
"6461"	"01039CSR"	"Sphaeriidae"	4
"6462"	"01041CSR"	"Sphaeriidae"	21
"6463"	"01003CSR"	"Sphaeriidae"	1
"6464"	"01007CSR"	"Sphaeriidae"	1
"6465"	"01012CSR"	"Sphaeriidae"	10
"6466"	"01072CSR"	"Sphaeriidae"	11
"6467"	"01051CSR"	"Sphaeriidae"	13
"6468"	"01082CSR"	"Sphaeriidae"	1
"6469"	"01085CSR"	"Sphaeriidae"	211
"6470"	"01031WSE"	"Sphaeriidae"	3
"6471"	"01033WSE"	"Sphaeriidae"	2
"6472"	"01039WSE"	"Sphaeriidae"	11
"6473"	"01040WSE"	"Sphaeriidae"	3
"6474"	"01041WSE"	"Sphaeriidae"	2
"6475"	"01044WSE"	"Sphaeriidae"	6
"6476"	"01115CSR"	"Sphaeriidae"	43
"6477"	"01116CSR"	"Sphaeriidae"	1
"6478"	"01118CSR"	"Sphaeriidae"	1
"6479"	"01113CSR"	"Sphaeriidae"	2
"6480"	"00004WSE"	"Pisidium"	16
"6481"	"01034WSE"	"Pisidium"	2
"6482"	"01036WSE"	"Pisidium"	3
"6483"	"01103CSR"	"Corbicula"	1
"6484"	"99037CSR"	"Capniidae"	1
"6485"	"00069CSR"	"Capniidae"	2
"6486"	"00011REM"	"Capniidae"	12
"6487"	"00006REM"	"Capniidae"	1
"6488"	"00031REM"	"Capniidae"	23
"6489"	"00020REM"	"Capniidae"	12
"6490"	"00005REM"	"Capniidae"	3
"6491"	"00001SPS"	"Capniidae"	1
"6492"	"00001WSE"	"Capniidae"	3
"6493"	"00002WSE"	"Capniidae"	1
"6494"	"00004WSE"	"Capniidae"	2
"6495"	"00006WSE"	"Capniidae"	7
"6496"	"00008WSE"	"Capniidae"	1
"6497"	"01093CSR"	"Capniidae"	2
"6498"	"99061CSR"	"Chloroperlidae"	2
"6499"	"99028CSR"	"Chloroperlidae"	5
"6500"	"99015REM"	"Chloroperlidae"	17
"6501"	"99074CSR"	"Chloroperlidae"	14
"6502"	"99006SPS"	"Chloroperlidae"	1
"6503"	"99016CSR"	"Chloroperlidae"	12
"6504"	"99055CSR"	"Chloroperlidae"	3
"6505"	"00063CSR"	"Chloroperlidae"	4
"6506"	"99004CSR"	"Chloroperlidae"	3
"6507"	"99063CSR"	"Chloroperlidae"	1
"6508"	"00105CSR"	"Chloroperlidae"	8
"6509"	"99033REM"	"Chloroperlidae"	2
"6510"	"99013REM"	"Chloroperlidae"	4
"6511"	"99012CSR"	"Chloroperlidae"	2
"6512"	"99011CSR"	"Chloroperlidae"	10
"6513"	"99032CSR"	"Chloroperlidae"	5
"6514"	"99006CSR"	"Chloroperlidae"	4
"6515"	"99014CSR"	"Chloroperlidae"	1
"6516"	"99044CSR"	"Chloroperlidae"	1
"6517"	"99045CSR"	"Chloroperlidae"	6
"6518"	"99033CSR"	"Chloroperlidae"	10
"6519"	"99012REM"	"Chloroperlidae"	1
"6520"	"99008REM"	"Chloroperlidae"	14
"6521"	"99018REM"	"Chloroperlidae"	8
"6522"	"99003REM"	"Chloroperlidae"	1
"6523"	"99017REM"	"Chloroperlidae"	1
"6524"	"99035REM"	"Chloroperlidae"	1
"6525"	"99031REM"	"Chloroperlidae"	6
"6526"	"00001REM"	"Chloroperlidae"	1
"6527"	"99020REM"	"Chloroperlidae"	1
"6528"	"00006REM"	"Chloroperlidae"	2
"6529"	"00035CSR"	"Chloroperlidae"	8
"6530"	"00062CSR"	"Chloroperlidae"	5
"6531"	"00027CSR"	"Chloroperlidae"	2
"6532"	"00071CSR"	"Chloroperlidae"	13
"6533"	"00027REM"	"Chloroperlidae"	4
"6534"	"00003REM"	"Chloroperlidae"	1
"6535"	"00005REM"	"Chloroperlidae"	18
"6536"	"00013REM"	"Chloroperlidae"	11
"6537"	"00026REM"	"Chloroperlidae"	2
"6538"	"00016REM"	"Chloroperlidae"	1
"6539"	"00002WSE"	"Chloroperlidae"	6
"6540"	"00004WSE"	"Chloroperlidae"	1
"6541"	"00028REM"	"Chloroperlidae"	8
"6542"	"01109CSR"	"Chloroperlidae"	4
"6543"	"01021CSR"	"Chloroperlidae"	5
"6544"	"01082CSR"	"Chloroperlidae"	4
"6545"	"01090CSR"	"Chloroperlidae"	13
"6546"	"01036WSE"	"Chloroperlidae"	4
"6547"	"99028CSR"	"Kathroperla"	1
"6548"	"99015REM"	"Kathroperla"	2
"6549"	"99074CSR"	"Kathroperla"	1
"6550"	"99069CSR"	"Kathroperla"	1
"6551"	"99032CSR"	"Kathroperla"	2
"6552"	"99035CSR"	"Kathroperla"	1
"6553"	"99010REM"	"Kathroperla"	2
"6554"	"99035REM"	"Kathroperla"	1
"6555"	"99005REM"	"Kathroperla"	4
"6556"	"99021REM"	"Kathroperla"	1
"6557"	"00007CSR"	"Kathroperla"	5
"6558"	"01104CSR"	"Kathroperla"	5
"6559"	"01106CSR"	"Kathroperla"	6
"6560"	"01066CSR"	"Kathroperla"	1
"6561"	"01090CSR"	"Kathroperla"	154
"6562"	"01116CSR"	"Kathroperla"	1
"6563"	"00043CSR"	"Kathroperla perdita"	2
"6564"	"00041CSR"	"Kathroperla perdita"	1
"6565"	"00060CSR"	"Kathroperla perdita"	1
"6566"	"00017REM"	"Kathroperla perdita"	7
"6567"	"00036REM"	"Kathroperla perdita"	1
"6568"	"00019REM"	"Kathroperla perdita"	1
"6569"	"00018REM"	"Kathroperla perdita"	2
"6570"	"00004REM"	"Kathroperla perdita"	1
"6571"	"99061CSR"	"Paraperla"	1
"6572"	"99001CSR"	"Paraperla"	1
"6573"	"99032CSR"	"Paraperla"	2
"6574"	"99043CSR"	"Paraperla"	1
"6575"	"00001REM"	"Paraperla"	1
"6576"	"00036CSR"	"Paraperla"	1
"6577"	"00065CSR"	"Paraperla"	1
"6578"	"00045CSR"	"Paraperla"	1
"6579"	"00025REM"	"Paraperla"	5
"6580"	"00004WSE"	"Paraperla"	1
"6581"	"01005CSR"	"Paraperla"	12
"6582"	"01082CSR"	"Paraperla"	1
"6583"	"01039WSE"	"Paraperla"	1
"6584"	"99019CSR"	"Plumiperla"	8
"6585"	"99018CSR"	"Plumiperla"	6
"6586"	"99028CSR"	"Plumiperla"	1
"6587"	"99017CSR"	"Plumiperla"	9
"6588"	"99026CSR"	"Plumiperla"	1
"6589"	"99051CSR"	"Plumiperla"	25
"6590"	"99035CSR"	"Plumiperla"	1
"6591"	"01031WSE"	"Plumiperla"	18
"6592"	"00043CSR"	"Suwallia"	1
"6593"	"00028CSR"	"Suwallia"	44
"6594"	"00029CSR"	"Suwallia"	1
"6595"	"99041CSR"	"Suwallia"	1
"6596"	"99002CSR"	"Suwallia"	1
"6597"	"99043CSR"	"Suwallia"	1
"6598"	"00006REM"	"Suwallia"	1
"6599"	"00020CSR"	"Suwallia"	3
"6600"	"00002CSR"	"Suwallia"	1
"6601"	"00042CSR"	"Suwallia"	5
"6602"	"00052CSR"	"Suwallia"	6
"6603"	"00026CSR"	"Suwallia"	4
"6604"	"00045CSR"	"Suwallia"	23
"6605"	"00009CSR"	"Suwallia"	1
"6606"	"00048CSR"	"Suwallia"	1
"6607"	"00059CSR"	"Suwallia"	3
"6608"	"00061CSR"	"Suwallia"	2
"6609"	"00051CSR"	"Suwallia"	1
"6610"	"00002REM"	"Suwallia"	1
"6611"	"00022REM"	"Suwallia"	1
"6612"	"01104CSR"	"Suwallia"	2
"6613"	"01109CSR"	"Suwallia"	7
"6614"	"01016CSR"	"Suwallia"	3
"6615"	"01039CSR"	"Suwallia"	1
"6616"	"01005CSR"	"Suwallia"	5
"6617"	"01042WSE"	"Suwallia"	1
"6618"	"00043CSR"	"Sweltsa"	5
"6619"	"99074CSR"	"Sweltsa"	2
"6620"	"99039CSR"	"Sweltsa"	21
"6621"	"99004SPS"	"Sweltsa"	1
"6622"	"99005SPS"	"Sweltsa"	2
"6623"	"99062CSR"	"Sweltsa"	14
"6624"	"99049CSR"	"Sweltsa"	35
"6625"	"00054CSR"	"Sweltsa"	34
"6626"	"99068CSR"	"Sweltsa"	13
"6627"	"99070CSR"	"Sweltsa"	2
"6628"	"99072CSR"	"Sweltsa"	5
"6629"	"99059CSR"	"Sweltsa"	7
"6630"	"00029CSR"	"Sweltsa"	5
"6631"	"99057CSR"	"Sweltsa"	30
"6632"	"99069CSR"	"Sweltsa"	6
"6633"	"99026CSR"	"Sweltsa"	1
"6634"	"99042CSR"	"Sweltsa"	4
"6635"	"01004CSR"	"Sweltsa"	11
"6636"	"00046CSR"	"Sweltsa"	21
"6637"	"00001CSR"	"Sweltsa"	29
"6638"	"99051CSR"	"Sweltsa"	1
"6639"	"99052CSR"	"Sweltsa"	15
"6640"	"99053CSR"	"Sweltsa"	2
"6641"	"99040CSR"	"Sweltsa"	4
"6642"	"99001CSR"	"Sweltsa"	1
"6643"	"00016CSR"	"Sweltsa"	5
"6644"	"99002CSR"	"Sweltsa"	1
"6645"	"99065CSR"	"Sweltsa"	3
"6646"	"99001SPS"	"Sweltsa"	3
"6647"	"99003SPS"	"Sweltsa"	1
"6648"	"99033REM"	"Sweltsa"	4
"6649"	"99015CSR"	"Sweltsa"	19
"6650"	"99013CSR"	"Sweltsa"	1
"6651"	"00039CSR"	"Sweltsa"	4
"6652"	"99073CSR"	"Sweltsa"	4
"6653"	"99046CSR"	"Sweltsa"	2
"6654"	"99010CSR"	"Sweltsa"	3
"6655"	"99054CSR"	"Sweltsa"	1
"6656"	"99023CSR"	"Sweltsa"	4
"6657"	"99024CSR"	"Sweltsa"	1
"6658"	"99037CSR"	"Sweltsa"	1
"6659"	"00069CSR"	"Sweltsa"	3
"6660"	"99038CSR"	"Sweltsa"	1
"6661"	"99025CSR"	"Sweltsa"	81
"6662"	"99022CSR"	"Sweltsa"	3
"6663"	"00005CSR"	"Sweltsa"	16
"6664"	"99035CSR"	"Sweltsa"	28
"6665"	"99050CSR"	"Sweltsa"	13
"6666"	"99058CSR"	"Sweltsa"	18
"6667"	"99043CSR"	"Sweltsa"	1
"6668"	"99026REM"	"Sweltsa"	6
"6669"	"99009REM"	"Sweltsa"	2
"6670"	"99023REM"	"Sweltsa"	2
"6671"	"99030REM"	"Sweltsa"	25
"6672"	"99027REM"	"Sweltsa"	1
"6673"	"99025REM"	"Sweltsa"	5
"6674"	"99029REM"	"Sweltsa"	5
"6675"	"99016REM"	"Sweltsa"	3
"6676"	"99001REM"	"Sweltsa"	4
"6677"	"99014REM"	"Sweltsa"	3
"6678"	"99032REM"	"Sweltsa"	1
"6679"	"99019REM"	"Sweltsa"	8
"6680"	"99005REM"	"Sweltsa"	4
"6681"	"99006REM"	"Sweltsa"	1
"6682"	"99004REM"	"Sweltsa"	1
"6683"	"99021REM"	"Sweltsa"	3
"6684"	"99020REM"	"Sweltsa"	9
"6685"	"00011REM"	"Sweltsa"	16
"6686"	"00006REM"	"Sweltsa"	1
"6687"	"00002CSR"	"Sweltsa"	11
"6688"	"00015CSR"	"Sweltsa"	24
"6689"	"00041CSR"	"Sweltsa"	25
"6690"	"00019CSR"	"Sweltsa"	16
"6691"	"00042CSR"	"Sweltsa"	1
"6692"	"00052CSR"	"Sweltsa"	2
"6693"	"00036CSR"	"Sweltsa"	12
"6694"	"00053CSR"	"Sweltsa"	2
"6695"	"00026CSR"	"Sweltsa"	1
"6696"	"00065CSR"	"Sweltsa"	1
"6697"	"00037CSR"	"Sweltsa"	4
"6698"	"00045CSR"	"Sweltsa"	4
"6699"	"00014CSR"	"Sweltsa"	3
"6700"	"00013CSR"	"Sweltsa"	1
"6701"	"00103CSR"	"Sweltsa"	3
"6702"	"00031CSR"	"Sweltsa"	14
"6703"	"00012CSR"	"Sweltsa"	2
"6704"	"00057CSR"	"Sweltsa"	6
"6705"	"00067CSR"	"Sweltsa"	3
"6706"	"00010CSR"	"Sweltsa"	34
"6707"	"00056CSR"	"Sweltsa"	1
"6708"	"00038CSR"	"Sweltsa"	42
"6709"	"00025CSR"	"Sweltsa"	23
"6710"	"01080CSR"	"Sweltsa"	3
"6711"	"00048CSR"	"Sweltsa"	7
"6712"	"00050CSR"	"Sweltsa"	39
"6713"	"00070CSR"	"Sweltsa"	11
"6714"	"00007CSR"	"Sweltsa"	5
"6715"	"00033CSR"	"Sweltsa"	33
"6716"	"00034CSR"	"Sweltsa"	15
"6717"	"00049CSR"	"Sweltsa"	4
"6718"	"00006CSR"	"Sweltsa"	13
"6719"	"00060CSR"	"Sweltsa"	2
"6720"	"00004CSR"	"Sweltsa"	12
"6721"	"00061CSR"	"Sweltsa"	4
"6722"	"00018CSR"	"Sweltsa"	3
"6723"	"00003CSR"	"Sweltsa"	23
"6724"	"00051CSR"	"Sweltsa"	12
"6725"	"00017REM"	"Sweltsa"	1
"6726"	"00036REM"	"Sweltsa"	27
"6727"	"00033REM"	"Sweltsa"	9
"6728"	"00008REM"	"Sweltsa"	9
"6729"	"00034REM"	"Sweltsa"	6
"6730"	"00032REM"	"Sweltsa"	10
"6731"	"00019REM"	"Sweltsa"	6
"6732"	"00031REM"	"Sweltsa"	4
"6733"	"00020REM"	"Sweltsa"	9
"6734"	"00025REM"	"Sweltsa"	12
"6735"	"00018REM"	"Sweltsa"	1
"6736"	"00005REM"	"Sweltsa"	2
"6737"	"00009REM"	"Sweltsa"	2
"6738"	"00014REM"	"Sweltsa"	4
"6739"	"00012REM"	"Sweltsa"	17
"6740"	"00021REM"	"Sweltsa"	22
"6741"	"00010REM"	"Sweltsa"	1
"6742"	"00047CSR"	"Sweltsa"	18
"6743"	"00044CSR"	"Sweltsa"	5
"6744"	"00002SPS"	"Sweltsa"	8
"6745"	"00001SPS"	"Sweltsa"	1
"6746"	"00001WSE"	"Sweltsa"	17
"6747"	"00003WSE"	"Sweltsa"	3
"6748"	"00004WSE"	"Sweltsa"	5
"6749"	"00006WSE"	"Sweltsa"	15
"6750"	"00008WSE"	"Sweltsa"	9
"6751"	"00009WSE"	"Sweltsa"	17
"6752"	"00010WSE"	"Sweltsa"	5
"6753"	"00011WSE"	"Sweltsa"	4
"6754"	"00004REM"	"Sweltsa"	4
"6755"	"00030REM"	"Sweltsa"	2
"6756"	"01093CSR"	"Sweltsa"	5
"6757"	"01094CSR"	"Sweltsa"	24
"6758"	"01095CSR"	"Sweltsa"	13
"6759"	"01096CSR"	"Sweltsa"	1
"6760"	"01102CSR"	"Sweltsa"	2
"6761"	"01105CSR"	"Sweltsa"	3
"6762"	"01106CSR"	"Sweltsa"	2
"6763"	"01108CSR"	"Sweltsa"	18
"6764"	"01109CSR"	"Sweltsa"	14
"6765"	"01110CSR"	"Sweltsa"	5
"6766"	"01016CSR"	"Sweltsa"	2
"6767"	"01021CSR"	"Sweltsa"	5
"6768"	"01027CSR"	"Sweltsa"	9
"6769"	"01037CSR"	"Sweltsa"	99
"6770"	"01039CSR"	"Sweltsa"	12
"6771"	"01041CSR"	"Sweltsa"	44
"6772"	"01003CSR"	"Sweltsa"	2
"6773"	"01005CSR"	"Sweltsa"	1
"6774"	"01007CSR"	"Sweltsa"	2
"6775"	"01012CSR"	"Sweltsa"	3
"6776"	"01013CSR"	"Sweltsa"	4
"6777"	"01065CSR"	"Sweltsa"	1
"6778"	"01066CSR"	"Sweltsa"	1
"6779"	"01067CSR"	"Sweltsa"	2
"6780"	"01069CSR"	"Sweltsa"	6
"6781"	"01072CSR"	"Sweltsa"	2
"6782"	"01050CSR"	"Sweltsa"	5
"6783"	"01051CSR"	"Sweltsa"	4
"6784"	"01056CSR"	"Sweltsa"	11
"6785"	"01062CSR"	"Sweltsa"	8
"6786"	"01082CSR"	"Sweltsa"	3
"6787"	"01085CSR"	"Sweltsa"	184
"6788"	"01090CSR"	"Sweltsa"	99
"6789"	"01032WSE"	"Sweltsa"	20
"6790"	"01033WSE"	"Sweltsa"	23
"6791"	"01038WSE"	"Sweltsa"	9
"6792"	"01039WSE"	"Sweltsa"	9
"6793"	"01040WSE"	"Sweltsa"	7
"6794"	"01041WSE"	"Sweltsa"	8
"6795"	"01042WSE"	"Sweltsa"	1
"6796"	"01044WSE"	"Sweltsa"	1
"6797"	"01111CSR"	"Sweltsa"	1
"6798"	"01114CSR"	"Sweltsa"	50
"6799"	"01116CSR"	"Sweltsa"	5
"6800"	"01117CSR"	"Sweltsa"	3
"6801"	"01118CSR"	"Sweltsa"	1
"6802"	"01113CSR"	"Sweltsa"	4
"6803"	"99017CSR"	"Leuctridae"	1
"6804"	"99052CSR"	"Leuctridae"	1
"6805"	"99010REM"	"Leuctridae"	1
"6806"	"99009REM"	"Leuctridae"	1
"6807"	"99032REM"	"Leuctridae"	2
"6808"	"99004REM"	"Leuctridae"	1
"6809"	"00032REM"	"Leuctridae"	1
"6810"	"00006WSE"	"Leuctridae"	1
"6811"	"00008WSE"	"Leuctridae"	7
"6812"	"00009WSE"	"Leuctridae"	7
"6813"	"00028REM"	"Leuctridae"	2
"6814"	"01062CSR"	"Leuctridae"	5
"6815"	"01036WSE"	"Leuctridae"	3
"6816"	"01041WSE"	"Leuctridae"	4
"6817"	"99074CSR"	"Despaxia augusta"	3
"6818"	"99070CSR"	"Despaxia augusta"	1
"6819"	"99072CSR"	"Despaxia augusta"	2
"6820"	"99059CSR"	"Despaxia augusta"	1
"6821"	"99057CSR"	"Despaxia augusta"	2
"6822"	"99069CSR"	"Despaxia augusta"	3
"6823"	"01004CSR"	"Despaxia augusta"	21
"6824"	"00046CSR"	"Despaxia augusta"	2
"6825"	"00001CSR"	"Despaxia augusta"	1
"6826"	"99053CSR"	"Despaxia augusta"	1
"6827"	"00016CSR"	"Despaxia augusta"	1
"6828"	"99033REM"	"Despaxia augusta"	2
"6829"	"99015CSR"	"Despaxia augusta"	1
"6830"	"99013CSR"	"Despaxia augusta"	6
"6831"	"00039CSR"	"Despaxia augusta"	1
"6832"	"99032CSR"	"Despaxia augusta"	2
"6833"	"99010CSR"	"Despaxia augusta"	1
"6834"	"00069CSR"	"Despaxia augusta"	1
"6835"	"99038CSR"	"Despaxia augusta"	1
"6836"	"99025CSR"	"Despaxia augusta"	7
"6837"	"99022CSR"	"Despaxia augusta"	1
"6838"	"00005CSR"	"Despaxia augusta"	1
"6839"	"99035CSR"	"Despaxia augusta"	14
"6840"	"99006CSR"	"Despaxia augusta"	3
"6841"	"99014CSR"	"Despaxia augusta"	5
"6842"	"99033CSR"	"Despaxia augusta"	3
"6843"	"99026REM"	"Despaxia augusta"	1
"6844"	"99008REM"	"Despaxia augusta"	4
"6845"	"99030REM"	"Despaxia augusta"	3
"6846"	"99025REM"	"Despaxia augusta"	1
"6847"	"99002REM"	"Despaxia augusta"	1
"6848"	"99003REM"	"Despaxia augusta"	1
"6849"	"99035REM"	"Despaxia augusta"	3
"6850"	"99031REM"	"Despaxia augusta"	1
"6851"	"99019REM"	"Despaxia augusta"	2
"6852"	"99005REM"	"Despaxia augusta"	2
"6853"	"00001REM"	"Despaxia augusta"	2
"6854"	"99021REM"	"Despaxia augusta"	1
"6855"	"99020REM"	"Despaxia augusta"	1
"6856"	"00041CSR"	"Despaxia augusta"	1
"6857"	"00052CSR"	"Despaxia augusta"	1
"6858"	"00036CSR"	"Despaxia augusta"	1
"6859"	"00053CSR"	"Despaxia augusta"	1
"6860"	"00014CSR"	"Despaxia augusta"	1
"6861"	"00103CSR"	"Despaxia augusta"	2
"6862"	"00031CSR"	"Despaxia augusta"	4
"6863"	"00027CSR"	"Despaxia augusta"	1
"6864"	"00010CSR"	"Despaxia augusta"	8
"6865"	"00055CSR"	"Despaxia augusta"	1
"6866"	"00056CSR"	"Despaxia augusta"	1
"6867"	"00040CSR"	"Despaxia augusta"	1
"6868"	"00038CSR"	"Despaxia augusta"	1
"6869"	"00025CSR"	"Despaxia augusta"	5
"6870"	"00007CSR"	"Despaxia augusta"	1
"6871"	"00049CSR"	"Despaxia augusta"	4
"6872"	"00006CSR"	"Despaxia augusta"	8
"6873"	"00060CSR"	"Despaxia augusta"	1
"6874"	"00061CSR"	"Despaxia augusta"	1
"6875"	"00003CSR"	"Despaxia augusta"	2
"6876"	"00051CSR"	"Despaxia augusta"	1
"6877"	"00017REM"	"Despaxia augusta"	5
"6878"	"00036REM"	"Despaxia augusta"	1
"6879"	"00007REM"	"Despaxia augusta"	1
"6880"	"00013REM"	"Despaxia augusta"	1
"6881"	"00012REM"	"Despaxia augusta"	23
"6882"	"00021REM"	"Despaxia augusta"	1
"6883"	"00010REM"	"Despaxia augusta"	2
"6884"	"00004REM"	"Despaxia augusta"	1
"6885"	"00030REM"	"Despaxia augusta"	1
"6886"	"01093CSR"	"Despaxia augusta"	1
"6887"	"01102CSR"	"Despaxia augusta"	5
"6888"	"01104CSR"	"Despaxia augusta"	1
"6889"	"01105CSR"	"Despaxia augusta"	1
"6890"	"01108CSR"	"Despaxia augusta"	2
"6891"	"01021CSR"	"Despaxia augusta"	1
"6892"	"01037CSR"	"Despaxia augusta"	14
"6893"	"01005CSR"	"Despaxia augusta"	4
"6894"	"01007CSR"	"Despaxia augusta"	6
"6895"	"01065CSR"	"Despaxia augusta"	3
"6896"	"01066CSR"	"Despaxia augusta"	2
"6897"	"01069CSR"	"Despaxia augusta"	1
"6898"	"01072CSR"	"Despaxia augusta"	4
"6899"	"01056CSR"	"Despaxia augusta"	12
"6900"	"01082CSR"	"Despaxia augusta"	1
"6901"	"01085CSR"	"Despaxia augusta"	1
"6902"	"01089CSR"	"Despaxia augusta"	1
"6903"	"01090CSR"	"Despaxia augusta"	40
"6904"	"01031WSE"	"Despaxia augusta"	1
"6905"	"01033WSE"	"Despaxia augusta"	14
"6906"	"01039WSE"	"Despaxia augusta"	3
"6907"	"01116CSR"	"Despaxia augusta"	2
"6908"	"01117CSR"	"Despaxia augusta"	5
"6909"	"99018CSR"	"Moselia"	1
"6910"	"99074CSR"	"Moselia"	4
"6911"	"99010CSR"	"Moselia"	4
"6912"	"99024CSR"	"Moselia"	1
"6913"	"99035CSR"	"Moselia"	5
"6914"	"99006CSR"	"Moselia"	1
"6915"	"99014CSR"	"Moselia"	4
"6916"	"99035REM"	"Moselia"	2
"6917"	"99031REM"	"Moselia"	4
"6918"	"00010CSR"	"Moselia"	30
"6919"	"00006CSR"	"Moselia"	4
"6920"	"00012REM"	"Moselia"	8
"6921"	"01004CSR"	"Moselia infuscata"	65
"6922"	"00046CSR"	"Moselia infuscata"	72
"6923"	"00039CSR"	"Moselia infuscata"	1
"6924"	"00069CSR"	"Moselia infuscata"	2
"6925"	"00041CSR"	"Moselia infuscata"	2
"6926"	"00031CSR"	"Moselia infuscata"	11
"6927"	"00056CSR"	"Moselia infuscata"	1
"6928"	"00040CSR"	"Moselia infuscata"	3
"6929"	"00025CSR"	"Moselia infuscata"	2
"6930"	"00049CSR"	"Moselia infuscata"	8
"6931"	"00009REM"	"Moselia infuscata"	1
"6932"	"00004WSE"	"Moselia infuscata"	5
"6933"	"01093CSR"	"Moselia infuscata"	2
"6934"	"01104CSR"	"Moselia infuscata"	1
"6935"	"01109CSR"	"Moselia infuscata"	3
"6936"	"01021CSR"	"Moselia infuscata"	1
"6937"	"01025CSR"	"Moselia infuscata"	1
"6938"	"01037CSR"	"Moselia infuscata"	50
"6939"	"01041CSR"	"Moselia infuscata"	126
"6940"	"01007CSR"	"Moselia infuscata"	1
"6941"	"01013CSR"	"Moselia infuscata"	1
"6942"	"01072CSR"	"Moselia infuscata"	42
"6943"	"01056CSR"	"Moselia infuscata"	25
"6944"	"01082CSR"	"Moselia infuscata"	1
"6945"	"01085CSR"	"Moselia infuscata"	1
"6946"	"01033WSE"	"Moselia infuscata"	5
"6947"	"01039WSE"	"Moselia infuscata"	1
"6948"	"00008CSR"	"Nemouridae"	1
"6949"	"99039CSR"	"Nemouridae"	20
"6950"	"99004SPS"	"Nemouridae"	1
"6951"	"99001CSR"	"Nemouridae"	5
"6952"	"99032CSR"	"Nemouridae"	1
"6953"	"99058CSR"	"Nemouridae"	7
"6954"	"99045CSR"	"Nemouridae"	4
"6955"	"99031REM"	"Nemouridae"	2
"6956"	"00035CSR"	"Nemouridae"	3
"6957"	"00013CSR"	"Nemouridae"	8
"6958"	"00004CSR"	"Nemouridae"	31
"6959"	"00051CSR"	"Nemouridae"	2
"6960"	"01093CSR"	"Nemouridae"	10
"6961"	"01005CSR"	"Nemouridae"	27
"6962"	"01066CSR"	"Nemouridae"	1
"6963"	"00001WSE"	"Nemoura"	1
"6964"	"00043CSR"	"Amphinemura"	3
"6965"	"99004SPS"	"Amphinemura"	7
"6966"	"00028CSR"	"Amphinemura"	3
"6967"	"00029CSR"	"Amphinemura"	15
"6968"	"00046CSR"	"Amphinemura"	2
"6969"	"00001CSR"	"Amphinemura"	9
"6970"	"00016CSR"	"Amphinemura"	39
"6971"	"00105CSR"	"Amphinemura"	2
"6972"	"00069CSR"	"Amphinemura"	2
"6973"	"00005CSR"	"Amphinemura"	90
"6974"	"00001REM"	"Amphinemura"	10
"6975"	"00002CSR"	"Amphinemura"	11
"6976"	"00015CSR"	"Amphinemura"	24
"6977"	"00041CSR"	"Amphinemura"	17
"6978"	"00042CSR"	"Amphinemura"	2
"6979"	"00036CSR"	"Amphinemura"	49
"6980"	"00053CSR"	"Amphinemura"	1
"6981"	"00026CSR"	"Amphinemura"	1
"6982"	"00045CSR"	"Amphinemura"	66
"6983"	"00031CSR"	"Amphinemura"	2
"6984"	"00012CSR"	"Amphinemura"	8
"6985"	"00057CSR"	"Amphinemura"	4
"6986"	"00067CSR"	"Amphinemura"	7
"6987"	"00027CSR"	"Amphinemura"	5
"6988"	"00010CSR"	"Amphinemura"	29
"6989"	"00055CSR"	"Amphinemura"	27
"6990"	"00038CSR"	"Amphinemura"	34
"6991"	"00025CSR"	"Amphinemura"	10
"6992"	"00009CSR"	"Amphinemura"	38
"6993"	"00048CSR"	"Amphinemura"	28
"6994"	"00050CSR"	"Amphinemura"	4
"6995"	"00070CSR"	"Amphinemura"	5
"6996"	"00007CSR"	"Amphinemura"	20
"6997"	"00033CSR"	"Amphinemura"	59
"6998"	"00034CSR"	"Amphinemura"	71
"6999"	"00049CSR"	"Amphinemura"	6
"7000"	"00006CSR"	"Amphinemura"	21
"7001"	"00060CSR"	"Amphinemura"	2
"7002"	"00004CSR"	"Amphinemura"	4
"7003"	"00058CSR"	"Amphinemura"	12
"7004"	"00018CSR"	"Amphinemura"	4
"7005"	"00003CSR"	"Amphinemura"	83
"7006"	"00017CSR"	"Amphinemura"	125
"7007"	"00017REM"	"Amphinemura"	3
"7008"	"00033REM"	"Amphinemura"	3
"7009"	"00003REM"	"Amphinemura"	3
"7010"	"00034REM"	"Amphinemura"	1
"7011"	"00007REM"	"Amphinemura"	2
"7012"	"00018REM"	"Amphinemura"	1
"7013"	"00013REM"	"Amphinemura"	1
"7014"	"00014REM"	"Amphinemura"	4
"7015"	"00047CSR"	"Amphinemura"	5
"7016"	"00004REM"	"Amphinemura"	3
"7017"	"99018CSR"	"Malenka"	2
"7018"	"99028CSR"	"Malenka"	2
"7019"	"99021CSR"	"Malenka"	2
"7020"	"99015REM"	"Malenka"	7
"7021"	"99009CSR"	"Malenka"	1
"7022"	"99004SPS"	"Malenka"	10
"7023"	"99068CSR"	"Malenka"	3
